0_14	1_14709	46.3	864	406	12	1	809	29	889	5.60e-266	760
0_14	1_5518	29.7	818	476	32	1	801	43	778	1.32e-68	242
0_15	1_11924	43.1	51	29	0	1	51	1	51	8.82e-09	45.4
0_17	1_3963	23.6	813	435	23	85	735	107	895	1.75e-36	147
0_17	1_22214	23.6	813	435	23	85	735	107	895	1.84e-36	147
0_19	1_12688	28.7	178	114	7	40	208	51	224	1.33e-10	58.9
0_22	1_6809	27.7	426	278	12	26	429	92	509	8.36e-41	152
0_22	1_14423	28.8	423	264	12	30	427	83	493	3.33e-40	150
0_22	1_6220	26.8	451	267	14	26	422	152	593	4.75e-28	116
0_22	1_20594	40.7	86	45	3	346	429	12	93	1.91e-09	54.7
0_25	1_18567	28.6	304	198	7	10	307	7	297	1.89e-34	128
0_25	1_396	26.9	242	152	10	44	279	784	1006	4.69e-15	75.9
0_25	1_20649	26.9	242	152	10	44	279	928	1150	4.84e-15	75.9
0_29	1_8296	29.8	218	149	4	3	216	4	221	1.85e-33	119
0_30	1_22061	30.4	312	194	11	6	302	29	332	1.44e-31	120
0_43	1_18985	27.5	211	129	9	38	228	41	247	4.76e-08	53.5
0_46	1_9794	27.6	228	143	7	36	245	119	342	1.12e-12	67.4
0_46	1_6058	27.4	230	135	11	6	205	64	291	4.54e-06	47.4
0_46	1_7975	25.2	214	128	10	22	205	78	289	5.99e-04	40.8
0_47	1_15285	28.0	443	285	10	11	421	21	461	9.88e-44	159
0_47	1_10897	26.2	454	300	11	11	431	29	480	7.50e-40	149
0_48	1_2146	30.8	273	174	8	1	258	1	273	2.14e-27	107
0_48	1_11348	27.7	271	156	12	2	258	416	660	8.30e-15	74.3
0_48	1_2867	27.7	271	156	12	2	258	492	736	8.58e-15	74.3
0_48	1_14788	27.7	271	156	12	2	258	519	763	8.67e-15	74.3
0_52	1_5279	42.2	90	52	0	1	90	2	91	1.48e-15	65.9
0_52	1_23762	42.2	90	52	0	1	90	2	91	1.72e-15	65.9
0_53	1_12853	28.6	210	149	1	2	211	497	705	7.92e-31	122
0_53	1_3079	28.6	210	149	1	2	211	497	705	7.96e-31	122
0_53	1_12964	28.6	210	149	1	2	211	497	705	7.97e-31	122
0_53	1_13296	32.0	175	119	0	2	176	446	620	7.72e-26	107
0_53	1_432	25.6	207	154	0	4	210	1325	1531	4.51e-23	99.4
0_53	1_15004	28.4	215	150	2	1	211	1	215	2.07e-21	90.9
0_53	1_8056	25.6	211	152	3	2	208	511	720	7.33e-21	92.8
0_53	1_3037	25.6	211	152	3	2	208	511	720	7.46e-21	92.8
0_53	1_12202	28.6	206	143	2	1	202	673	878	7.43e-20	89.7
0_53	1_20299	26.4	212	150	4	4	209	1	212	2.43e-18	81.6
0_53	1_6414	24.9	249	176	4	2	249	29	267	2.79e-16	79.0
0_53	1_6076	29.0	231	142	8	1	210	4	233	2.17e-15	75.5
0_53	1_13369	27.2	213	140	6	2	211	17	217	2.34e-14	73.2
0_53	1_9449	26.0	235	163	4	16	249	24	248	2.34e-14	73.2
0_53	1_17200	26.6	256	166	7	16	263	32	273	3.15e-14	72.8
0_53	1_51	26.6	256	166	7	16	263	32	273	3.17e-14	72.8
0_53	1_17906	26.8	194	132	4	2	194	16	200	1.45e-13	69.3
0_53	1_6866	26.3	194	133	4	2	194	16	200	2.48e-13	70.1
0_53	1_15788	24.4	201	141	4	9	208	17	207	5.97e-13	68.9
0_53	1_19203	29.8	215	122	7	1	207	70	263	2.48e-12	65.9
0_53	1_5636	26.8	198	140	2	14	210	5	198	2.84e-12	65.1
0_53	1_7737	25.7	179	119	3	2	166	234	412	3.44e-12	66.2
0_53	1_23791	26.9	219	146	8	2	211	59	272	3.65e-12	66.6
0_53	1_19927	26.9	219	146	8	2	211	89	302	3.69e-12	66.6
0_53	1_6794	26.5	219	151	6	1	213	1	215	8.80e-12	64.7
0_60	1_21651	25.4	299	212	7	13	307	1941	2232	9.98e-16	77.8
0_67	1_14055	29.4	228	154	3	3	229	8	229	9.65e-23	93.2
0_71	1_16783	40.6	310	166	7	20	321	41	340	3.99e-76	243
0_71	1_4193	29.6	597	284	17	2	463	20	615	6.83e-67	227
0_74	1_8056	43.6	211	110	4	4	206	511	720	2.11e-48	170
0_74	1_3037	43.6	211	110	4	4	206	511	720	2.14e-48	170
0_74	1_12853	39.2	212	124	2	2	209	495	705	1.93e-43	156
0_74	1_3079	39.2	212	124	2	2	209	495	705	1.94e-43	156
0_74	1_12964	39.2	212	124	2	2	209	495	705	1.94e-43	156
0_74	1_432	34.8	221	138	3	6	221	1325	1544	4.93e-41	149
0_74	1_13369	34.5	235	139	5	4	233	17	241	1.16e-40	147
0_74	1_15788	32.8	235	143	5	4	233	10	234	9.84e-39	142
0_74	1_19720	34.9	235	139	4	3	233	18	242	1.88e-38	141
0_74	1_17906	37.3	241	130	7	1	233	13	240	2.72e-38	134
0_74	1_14828	35.6	239	135	6	2	233	21	247	1.79e-37	138
0_74	1_6414	32.4	241	142	7	4	236	29	256	7.84e-36	134
0_74	1_17200	34.9	241	141	6	2	236	15	245	1.01e-35	133
0_74	1_51	34.9	241	141	6	2	236	15	245	1.04e-35	133
0_74	1_23791	33.7	243	143	8	4	233	59	296	1.24e-35	133
0_74	1_19927	33.7	243	143	8	4	233	89	326	1.28e-35	133
0_74	1_6866	37.0	243	128	7	1	233	13	240	1.39e-35	133
0_74	1_7325	32.5	240	141	7	2	233	18	244	2.60e-35	132
0_74	1_9116	31.4	236	146	6	4	233	20	245	1.27e-34	130
0_74	1_15004	32.3	223	143	2	4	218	2	224	1.67e-34	124
0_74	1_9449	33.1	242	140	8	4	236	9	237	1.69e-34	130
0_74	1_8732	35.7	224	132	6	18	233	49	268	1.95e-34	130
0_74	1_12202	37.6	210	121	5	6	206	676	884	5.50e-34	129
0_74	1_13296	36.9	176	107	1	2	173	444	619	3.12e-33	126
0_74	1_16768	32.4	207	125	5	32	233	8	204	2.01e-31	121
0_77	1_9535	36.3	102	59	2	1	96	1	102	6.86e-14	62.0
0_80	1_434	29.9	335	216	7	1	318	2	334	7.39e-48	170
0_80	1_1823	30.6	160	92	9	152	294	172	329	6.65e-09	56.6
0_80	1_12389	26.6	169	105	7	163	321	231	390	3.76e-08	54.3
0_80	1_21683	27.7	119	74	3	161	278	64	171	1.07e-07	52.8
0_80	1_17867	28.0	107	75	1	165	271	70	174	1.08e-06	49.7
0_80	1_9859	25.9	162	109	4	161	315	239	396	2.82e-04	42.4
0_86	1_4668	31.2	372	251	4	4	372	45	414	1.79e-52	179
0_86	1_21953	35.6	360	226	5	16	371	45	402	5.39e-52	178
0_86	1_7320	33.2	371	234	6	12	374	30	394	1.73e-51	176
0_86	1_8762	33.0	358	237	3	16	371	47	403	4.15e-51	176
0_86	1_14436	31.9	379	254	3	3	377	36	414	1.95e-49	171
0_86	1_22519	28.0	379	268	3	1	374	34	412	6.36e-40	146
0_86	1_18561	29.3	338	224	7	46	371	118	452	1.56e-30	122
0_86	1_3832	24.3	367	260	9	16	374	51	407	2.78e-15	76.6
0_86	1_12162	28.2	156	90	7	93	226	123	278	2.47e-05	46.2
0_86	1_22717	23.1	308	218	8	22	317	30	330	3.89e-04	42.0
0_87	1_11978	28.4	102	58	4	2	88	4	105	2.55e-04	41.2
0_94	1_12763	33.6	828	437	17	5	722	17	841	1.72e-137	425
0_94	1_14388	29.7	828	460	20	7	715	126	950	3.34e-102	335
0_94	1_8895	24.1	978	442	25	3	690	15	982	1.03e-62	226
0_94	1_2592	27.1	754	450	20	2	710	33	731	1.71e-62	222
0_94	1_12252	24.1	754	447	17	3	693	28	719	1.13e-51	191
0_94	1_6283	26.5	475	244	12	5	468	54	434	4.33e-28	120
0_94	1_2181	24.4	349	181	12	2	345	69	339	5.71e-12	68.6
0_94	1_9525	31.8	129	69	2	10	138	56	165	2.48e-09	57.0
0_94	1_14873	36.4	132	75	5	9	137	43	168	5.55e-09	58.9
0_94	1_12708	31.8	129	69	2	10	138	92	201	2.94e-08	57.0
0_94	1_11976	30.8	117	62	3	9	110	9	121	1.53e-06	50.4
0_94	1_2278	30.8	117	62	3	9	110	9	121	2.64e-06	50.4
0_94	1_20529	30.8	117	62	3	9	110	9	121	2.64e-06	50.4
0_95	1_1926	27.1	365	188	8	5	305	9	359	2.54e-35	135
0_98	1_5931	47.0	355	188	0	20	374	26	380	7.88e-108	322
0_98	1_6647	48.8	336	172	0	32	367	60	395	5.75e-107	320
0_98	1_17760	47.8	337	176	0	44	380	96	432	1.29e-106	320
0_98	1_14919	47.4	352	185	0	26	377	44	395	6.14e-105	315
0_98	1_12777	46.3	337	181	0	44	380	94	430	8.77e-104	313
0_98	1_21607	49.0	310	158	0	65	374	111	420	3.84e-102	309
0_98	1_9252	46.6	322	170	2	59	379	104	424	2.34e-93	286
0_98	1_7916	48.4	283	137	5	96	375	463	739	1.59e-74	246
0_98	1_21008	48.0	248	126	2	129	374	278	524	2.69e-66	224
0_98	1_11084	46.3	246	130	2	114	358	456	700	3.23e-65	221
0_98	1_8350	46.4	239	124	3	126	364	253	487	9.98e-65	218
0_98	1_11793	46.4	239	124	3	126	364	263	497	1.16e-64	218
0_98	1_18874	46.4	239	124	3	126	364	267	501	1.24e-64	218
0_98	1_22002	48.4	248	123	4	130	374	266	511	1.19e-60	208
0_98	1_23309	40.2	286	148	8	106	375	491	769	4.13e-52	185
0_98	1_14662	42.3	246	123	7	123	356	259	497	8.36e-47	167
0_98	1_7475	36.1	252	155	3	121	372	729	974	4.83e-45	166
0_98	1_559	39.2	250	137	6	121	363	167	408	3.04e-44	159
0_98	1_3897	38.1	270	145	8	115	370	216	477	3.85e-44	160
0_98	1_4537	38.1	270	145	8	115	370	216	477	3.85e-44	160
0_98	1_12796	38.1	270	145	8	115	370	286	547	9.61e-44	160
0_98	1_16013	38.1	270	145	8	115	370	287	548	9.72e-44	160
0_98	1_12803	39.2	237	135	6	124	357	122	352	3.45e-42	153
0_98	1_19879	36.7	264	149	8	102	356	163	417	1.62e-41	152
0_98	1_11226	36.7	264	149	8	102	356	179	433	2.08e-41	152
0_99	1_21316	45.8	553	274	10	3	530	2	553	2.03e-164	479
0_103	1_12506	31.5	73	49	1	11	83	27	98	2.15e-10	55.1
0_104	1_521	37.2	366	220	10	2	359	12	375	2.29e-64	209
0_104	1_9212	29.1	368	223	11	4	359	15	356	1.29e-27	111
0_104	1_16396	29.1	368	223	11	4	359	15	356	2.44e-27	110
0_104	1_6297	43.3	120	67	1	7	126	7	125	6.85e-26	103
0_104	1_14710	33.7	252	139	6	11	259	26	252	7.38e-24	99.0
0_104	1_17547	32.8	201	125	6	164	361	12	205	1.02e-20	89.0
0_104	1_13656	31.1	180	102	4	17	195	15	173	8.10e-15	71.6
0_104	1_11794	25.2	329	212	10	26	345	29	332	4.79e-13	69.3
0_104	1_12190	27.7	177	116	5	174	347	13	180	1.54e-11	62.8
0_104	1_18618	34.5	87	52	2	2	83	33	119	1.69e-05	46.2
0_104	1_21131	41.0	61	34	1	26	84	78	138	7.86e-05	44.3
0_104	1_23781	26.5	136	90	3	130	259	127	258	3.94e-04	42.0
0_107	1_14452	27.0	486	249	21	5	394	18	493	2.40e-21	95.5
0_114	1_17253	35.2	71	45	1	141	210	195	265	1.52e-05	44.7
0_121	1_3293	30.5	272	156	8	2	241	12	282	6.31e-28	114
0_125	1_12846	22.7	163	110	6	223	372	249	408	2.70e-05	45.8
0_127	1_7390	43.1	313	166	7	5	313	25	329	2.40e-71	224
0_134	1_24007	22.6	514	330	21	677	1142	122	615	5.42e-11	67.0
0_138	1_19576	24.4	406	261	14	73	448	90	479	6.09e-12	67.4
0_138	1_23632	24.4	406	261	14	73	448	151	540	6.79e-12	67.4
0_138	1_15109	28.9	152	100	3	65	212	16	163	2.56e-10	61.6
0_138	1_15187	24.1	332	210	9	28	338	18	328	2.88e-09	58.9
0_138	1_8499	24.1	348	218	11	73	387	61	395	5.29e-09	58.2
0_138	1_14065	21.9	402	274	11	73	448	100	487	3.74e-07	52.4
0_138	1_6434	23.5	230	149	8	8	225	24	238	4.80e-07	52.0
0_138	1_20894	25.9	278	181	8	77	338	60	328	5.98e-07	51.6
0_138	1_22829	23.8	223	143	8	15	225	4	211	6.14e-07	51.6
0_138	1_5808	23.4	201	147	3	255	448	34	234	2.30e-05	45.8
0_140	1_12853	37.9	227	137	3	20	244	511	735	4.62e-39	146
0_140	1_3079	37.9	227	137	3	20	244	511	735	4.64e-39	146
0_140	1_12964	37.9	227	137	3	20	244	511	735	4.65e-39	146
0_140	1_8056	32.3	257	167	5	2	256	511	762	9.74e-31	122
0_140	1_3037	32.3	257	167	5	2	256	511	762	9.93e-31	122
0_140	1_13296	41.7	156	90	1	20	175	460	614	5.22e-30	119
0_140	1_432	30.5	239	155	3	21	250	511	747	4.27e-28	114
0_140	1_15004	32.7	211	137	3	18	224	14	223	1.30e-26	105
0_140	1_12202	29.9	221	153	1	24	242	693	913	2.00e-23	100
0_140	1_7325	29.3	215	141	5	5	219	20	223	7.05e-21	92.8
0_140	1_1551	26.8	235	164	4	2	231	106	337	7.17e-21	92.8
0_140	1_18548	30.8	214	140	7	21	229	70	280	8.36e-21	90.1
0_140	1_23814	28.8	233	154	7	15	240	267	494	2.78e-20	91.3
0_140	1_4988	28.8	233	154	7	15	240	455	682	2.86e-20	91.3
0_140	1_2083	28.8	233	154	7	15	240	455	682	2.87e-20	91.3
0_140	1_12327	27.2	228	153	6	18	233	16	242	9.63e-20	87.4
0_140	1_9116	28.3	205	135	5	21	224	36	229	3.45e-19	87.8
0_140	1_6414	26.8	205	138	5	21	224	44	237	3.77e-18	84.7
0_140	1_20696	30.5	210	140	4	19	224	19	226	4.81e-18	81.6
0_140	1_20299	27.8	198	138	3	24	216	17	214	5.28e-18	80.9
0_140	1_9449	26.3	209	142	5	17	224	21	218	9.09e-18	83.6
0_140	1_17906	28.5	228	152	6	2	229	13	229	1.90e-17	80.5
0_140	1_13594	27.3	238	160	7	15	243	213	446	1.98e-17	82.8
0_140	1_278	27.3	238	160	7	15	243	482	715	2.05e-17	82.8
0_140	1_23791	28.1	199	138	5	21	217	78	273	2.34e-17	82.4
0_142	1_13143	24.7	292	183	11	51	306	40	330	5.23e-12	66.6
0_142	1_7107	24.7	292	183	11	51	306	76	366	5.71e-12	66.6
0_142	1_12034	24.4	291	185	12	51	306	77	367	2.44e-11	64.7
0_142	1_6429	23.8	172	121	3	84	248	209	377	4.70e-06	48.1
0_146	1_17773	37.7	480	273	12	1	460	1	474	1.53e-83	265
0_146	1_17000	23.3	498	299	14	5	459	78	535	1.15e-19	91.7
0_146	1_15492	28.2	255	143	11	219	461	1	227	2.45e-08	54.7
0_153	1_22550	26.6	248	169	5	9	247	13	256	2.15e-14	71.6
0_153	1_12208	28.1	235	155	6	9	234	13	242	5.42e-14	70.5
0_153	1_15664	27.3	88	62	2	2	88	285	371	6.79e-04	40.8
0_156	1_5636	35.1	231	145	2	29	259	6	231	4.21e-41	141
0_156	1_15004	32.3	226	139	4	29	245	15	235	1.65e-26	103
0_156	1_6794	33.3	207	124	5	30	228	16	216	1.03e-25	103
0_156	1_16097	33.7	175	109	4	73	245	24	193	2.10e-21	89.0
0_156	1_8056	29.1	199	128	5	29	220	526	718	4.63e-20	89.7
0_156	1_3037	29.1	199	128	5	29	220	526	718	4.70e-20	89.7
0_156	1_7737	33.5	167	93	2	26	174	244	410	1.37e-19	87.4
0_156	1_20696	31.0	200	123	5	29	219	19	212	1.04e-18	82.8
0_156	1_12853	26.4	201	138	4	24	220	506	700	3.19e-18	84.3
0_156	1_3079	26.4	201	138	4	24	220	506	700	3.21e-18	84.3
0_156	1_12964	26.4	201	138	4	24	220	506	700	3.21e-18	84.3
0_156	1_12327	27.7	213	131	5	21	219	10	213	4.51e-18	82.0
0_156	1_6765	27.2	224	139	6	15	224	438	651	1.58e-17	82.0
0_156	1_11944	30.6	242	149	8	28	259	14	246	1.88e-17	79.3
0_156	1_1551	28.9	204	117	6	43	227	137	331	2.16e-17	81.6
0_156	1_22139	33.1	175	101	5	85	254	131	294	3.66e-17	79.3
0_156	1_20299	32.0	203	110	6	34	219	17	208	2.08e-16	75.9
0_156	1_12202	26.8	205	139	2	34	231	693	893	3.53e-16	78.2
0_156	1_10175	32.7	165	100	4	85	245	17	174	3.92e-16	74.3
0_156	1_9449	26.8	190	121	5	24	208	18	194	7.75e-16	77.0
0_156	1_23864	27.3	216	138	6	15	219	570	777	1.12e-15	76.6
0_156	1_3825	27.3	216	138	6	15	219	577	784	1.12e-15	76.6
0_156	1_22142	30.7	228	134	8	16	226	11	231	1.83e-15	73.6
0_156	1_23814	26.2	225	147	5	11	222	902	1120	2.94e-15	75.5
0_156	1_4988	26.2	225	147	5	11	222	1064	1282	3.01e-15	75.5
0_161	1_23565	30.7	212	136	5	7	216	299	501	2.11e-18	82.8
0_161	1_21135	30.7	212	136	5	7	216	347	549	2.22e-18	82.8
0_164	1_15004	28.8	229	151	3	1	217	1	229	7.48e-26	102
